"Name","lab","MF","InChiKey","ANOVA","PCA","NMF","total.sig","total.lab.mf","total.lab.inchi"
"LTRS_000185_BaseNeg","Lab8","C7H11NO5","NBLKTRLPZFCMJG","1","1","1",3,3,3
"LTRS_000190_BaseNeg","Lab8","C4H6O4","ZIYVHBGGAOATLY","1","0","0",1,6,2
"LTRS_000191_BasePos","Lab8","C15H21NO8","QLJKHQIODQKMNW","1","1","0",2,6,6
"LTRS_000192_BaseNeg","Lab8","C9H12N2O6","DRTQHJPVMGBUCF","1","0","0",1,7,7
"LTRS_000193_BasePos","Lab8","C6H13NO2","AGPKZVBTJJNPAG","1","0","0",1,8,7
"LTRS_000194_BaseNeg","Lab8","C9H11NO2","COLNVLDHVKWLRT","1","1","1",3,8,8
"LTRS_000195_BaseNeg","Lab8","C11H22N2O3","BCXBIONYYJCSDF","1","1","0",2,8,8
"LTRS_000198_BaseNeg","Lab8","C14H21N3O8",NA,"1","1","0",2,1,NA
"LTRS_000201_BaseNeg","Lab8","C9H12N2O4","BGANLZMZHWJPFY","1","0","0",1,1,1
"LTRS_000201_BasePos","Lab8","C8H14N2O5","JZDHUJAFXGNDSB","1","0","0",1,5,5
"LTRS_000202_BaseNeg","Lab8","C6H11NO5","BWCRWWBHRAOURT","1","1","1",3,2,2
"LTRS_000202_BasePos","Lab8","C10H17N3O6","RPVCUZZJCXVVDW","1","1","0",2,3,3
"LTRS_000203_BaseNeg","Lab8","C10H18N2O5","IYJILWQAFPUBHP","1","0","0",1,8,8
"LTRS_000203_BasePos","Lab8","C11H19N3O6","JCMUOFQHZLPHQP","1","1","1",3,6,6
"LTRS_000204_BaseNeg","Lab8","C6H10O5","NPOAOTPXWNWTSH","1","1","0",2,5,5
"LTRS_000205_BasePos","Lab8","C10H13N5O5","NYHBQMYGNKIUIF","1","1","0",2,7,7
"LTRS_000207_BasePos","Lab8","C9H16N2O5","VWXQFHJBQHTHMK","1","1","0",2,6,5
"LTRS_000209_BasePos","Lab8","C12H23NO7","KGTRBDVOUPALMB","1","0","0",1,5,5
"LTRS_000210_BaseNeg","Lab8","C6H14NO8P","YMJBYRVFGYXULK","1","0","0",1,1,1
"LTRS_000212_BasePos","Lab8","C16H28N8P2",NA,"1","1","1",3,1,NA
"LTRS_000213_BasePos","Lab8","C9H18N2O3","RDIKFPRVLJLMER","1","1","1",3,8,8
"LTRS_000215_BaseNeg","Lab8","C12H18N8O19P2",NA,"1","0","0",1,1,NA
"LTRS_000218_BaseNeg","Lab8","C12H23O14P","LABSPYBHMPDTEL","1","0","0",1,2,2
"LTRS_000220_BaseNeg","Lab8","C12H12N13NaO8P",NA,"1","1","0",2,1,NA
"LTRS_000221_BaseNeg","Lab8","C12H22N14O20",NA,"1","0","1",2,1,NA
"LTRS_000222_BasePos","Lab8","C10H20N2O4","DGMOQCHIPOPXEK","1","1","1",3,7,7
"LTRS_000224_BasePos","Lab8","C9H16N2O5","VWXQFHJBQHTHMK","1","0","0",1,6,5
"LTRS_000227_BaseNeg","Lab8","C8H16NO9P","BRGMHAYQAZFZDJ","1","0","0",1,2,2
"LTRS_000229_BaseNeg","Lab8","C11H12N2O2","QIVBCDIJIAJPQS","1","1","1",3,8,8
"LTRS_000232_BaseNeg","Lab8","C6H15O8P","LLCSXHMJULHSJN","1","0","0",1,3,3
"LTRS_000233_BasePos","Lab8","C14H20N2O4","OYOQKMOWUDVWCR","1","1","0",2,8,8
"LTRS_000235_BaseNeg","Lab8","C10H14N5O8P","RQFCJASXJCIDSX","1","1","0",2,7,7
"LTRS_000239_BasePos","Lab8","C13H23N3O6","ZRLUISBDKUWAIZ","1","1","0",2,5,5
"LTRS_000244_BaseNeg","Lab8","C12H24N2O3","BCVIOZZGJNOEQS","1","0","0",1,6,5
"LTRS_000246_BasePos","Lab8","C11H22N2O3","BCXBIONYYJCSDF","1","1","0",2,8,8
"LTRS_000247_BasePos","Lab8","C13H17N3O4","OMSMPWHEGLNQOD","1","0","0",1,6,6
"LTRS_000249_BaseNeg","Lab8","C9H11N6Na2O7P",NA,"1","0","0",1,1,NA
"LTRS_000252_BasePos","Lab8","C10H14N5O7P","UDMBCSSLTHHNCD","1","1","0",2,8,8
"LTRS_000254_BasePos","Lab8","C10H13N5O9",NA,"1","1","0",2,1,NA
"LTRS_000258_BaseNeg","Lab8","C10H11N9NaO",NA,"1","0","0",1,2,NA
"LTRS_000259_BaseNeg","Lab8","C5H10O3","NGEWQZIDQIYUNV","1","1","1",3,5,5
"LTRS_000262_BasePos","Lab8","C11H21N2NaOP3",NA,"1","1","0",2,1,NA
"LTRS_000264_BaseNeg","Lab8","C14H16N2O5","RMLYXMMBIZLGAQ","1","0","0",1,5,5
"LTRS_000264_BasePos","Lab8","C10H12N5O6P","IVOMOUWHDPKRLL","1","0","0",1,2,2
"LTRS_000266_BasePos","Lab8","C11H22Cl3N",NA,"1","1","0",2,1,NA
"LTRS_000268_BasePos","Lab8","C14H25N3O7","ZHNHJYYFCGUZNQ","1","1","0",2,6,6
"LTRS_000269_BasePos","Lab8","C12H16N2O3","MIDZLCFIAINOQN","1","0","1",2,8,8
"LTRS_000270_BasePos","Lab8","C11H14N2O3","JBCLFWXMTIKCCB","1","0","0",1,6,6
"LTRS_000274_BasePos","Lab8","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_000275_BasePos","Lab8","C9H11NS",NA,"1","1","0",2,1,NA
"LTRS_000277_BasePos","Lab8","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_000278_BasePos","Lab8","C13H18N2O4","NYQBYASWHVRESG","1","1","0",2,8,8
"LTRS_000279_BaseNeg","Lab8","C11H20N2O5","MYFMARDICOWMQP","1","1","0",2,8,2
"LTRS_000280_BaseNeg","Lab8","C11H13N9NaO",NA,"1","0","0",1,2,NA
"LTRS_000280_BasePos","Lab8","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_000281_BasePos","Lab8","C13H18N2O4","NYQBYASWHVRESG","1","1","0",2,8,8
"LTRS_000282_BaseNeg","Lab8","C6H12O3","RILPIWOPNGRASR","1","1","0",2,5,5
"LTRS_000282_BasePos","Lab8","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_000285_BaseNeg","Lab8","C8H15NO3","UPCKIPHSXMXJOX","1","0","1",2,4,3
"LTRS_000286_BasePos","Lab8","C11H20N2O3","VTJUNIYRYIAIHF","1","1","0",2,8,4
"LTRS_000288_BaseNeg","Lab8","C16H17N9NaO17",NA,"1","0","1",2,1,NA
"LTRS_000288_BasePos","Lab8","C15H21NO7","FAVRCIXPIVJIPN","1","0","0",1,6,6
"LTRS_000289_BaseNeg","Lab8","C17H27N3O17P2","LFTYTUAZOPRMMI","1","0","1",2,7,7
"LTRS_000289_BasePos","Lab8","C10H18N2O5","IYJILWQAFPUBHP","1","1","0",2,8,8
"LTRS_000290_BasePos","Lab8","C8H15NO4","GZDWTPRPLBRISA","1","1","0",2,4,4
"LTRS_000291_BaseNeg","Lab8","C14H16N2O4","AQHJZWISLYVACJ","1","0","0",1,7,7
"LTRS_000291_BasePos","Lab8","C14H23O8P",NA,"1","0","0",1,1,NA
"LTRS_000294_BasePos","Lab8","C15H29N3O4","LSLXWOCIIFUZCQ","1","1","1",3,1,1
"LTRS_000298_BaseNeg","Lab8","C11H13NO3","CBQJSKKFNMDLON","1","1","1",3,6,6
"LTRS_000298_BasePos","Lab8","C15H31ClN4NaS",NA,"1","0","0",1,1,NA
"LTRS_000306_BasePos","Lab8","C9H17NO8","CERZMXAJYMMUDR","1","0","1",2,1,1
"LTRS_000311_BasePos","Lab8","C16H21N3O7","IOVMNRAFAPHDOK","1","0","0",1,2,2
"LTRS_000317_BasePos","Lab8","C8H12N2O2","NHZMQXZHNVQTQA","1","0","0",1,2,2
"LTRS_000319_BasePos","Lab8","C11H15N5O3S","WUUGFSXJNOTRMR","1","0","1",2,7,7
"LTRS_000320_BasePos","Lab8","C6H14NO8P","YMJBYRVFGYXULK","1","1","0",2,1,1
"LTRS_000322_BasePos","Lab8","C10H14N5O8P","RQFCJASXJCIDSX","1","1","0",2,7,7
"LTRS_000324_BasePos","Lab8","C13H22NaO6",NA,"1","1","0",2,1,NA
"LTRS_000329_BasePos","Lab8","C13H17N5OS","MAJHCCQPIDXPAN","1","1","0",2,1,1
"LTRS_000330_BasePos","Lab8","C15H18N4O4","RGGVDKVXLBOLNS","1","0","0",1,7,7
"LTRS_000331_BasePos","Lab8","C10H14N2O4","QSHWIQZFGQKFMA","1","0","0",1,6,6
"LTRS_000336_BasePos","Lab8","C13H15N3O3","AJHCSUXXECOXOY","1","1","0",2,4,4
"LTRS_000337_BasePos","Lab8","C5H16ClN3Na2P2",NA,"1","1","0",2,1,NA
"LTRS_000339_BasePos","Lab8","C12H24N2O3","BCVIOZZGJNOEQS","1","1","0",2,6,5
"LTRS_000341_BasePos","Lab8","C14H17N3O3","WUGMRIBZSVSJNP","1","0","1",2,5,5
"LTRS_000343_BasePos","Lab8","C14H17N5O8","VKGZCEJTCKHMRL","1","0","0",1,4,4
"LTRS_000344_BasePos","Lab8","C15H22N2O4","MUFXDFWAJSPHIQ","1","0","0",1,8,8
"LTRS_000347_BasePos","Lab8","C13H16N2O5","YZQCXOFQZKCETR","1","0","1",2,6,6
"LTRS_000348_BasePos","Lab8","C11H12N2O3","LDCYZAJDBXYCGN","1","1","0",2,2,2
"LTRS_000349_BasePos","Lab8","C11H15N2O8P","DAYLJWODMCOQEW","1","1","0",2,1,1
"LTRS_000350_BasePos","Lab8","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_000351_BasePos","Lab8","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_000352_BasePos","Lab8","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_000358_BasePos","Lab8","C10H14N5O8P","RQFCJASXJCIDSX","1","0","0",1,7,7
"LTRS_000364_BasePos","Lab8","C17H37Cl3N2O",NA,"1","0","0",1,1,NA
"LTRS_000365_BasePos","Lab8","C17H22N2O7","LCHFAYIGHOVWSA","1","0","0",1,2,2
"LTRS_000367_BasePos","Lab8","C16H29N3O4","YUDVUYFJPOOWEQ","1","1","0",2,8,8
"LTRS_000368_BasePos","Lab8","C9H13N2O9P","DJJCXFVJDGTHFX","1","1","0",2,7,7
"LTRS_000369_BasePos","Lab8","C9H13N2O9P","DJJCXFVJDGTHFX","1","1","0",2,7,7
"LTRS_000372_BasePos","Lab8","C14H20N2O3","GJNDXQBALKCYSZ","1","0","0",1,8,8
"LTRS_000384_BasePos","Lab8","C12H24N2O3","AZLASBBHHSLQDB","1","1","0",2,6,2
"LTRS_000387_BasePos","Lab8","C16H19N3O3","UEKYKRQIAQHOOZ","1","1","0",2,4,4
"LTRS_000392_BasePos","Lab8","C16H29N3O6","INGJLBQKTRJLFO","1","0","0",1,6,6
"LTRS_000393_BasePos","Lab8","C14H18N2O3","WEQJQNWXCSUVMA","1","1","0",2,6,6
"LTRS_000404_BasePos","Lab8","C16H29N3O4","YUDVUYFJPOOWEQ","1","1","1",3,8,8
"LTRS_000406_BasePos","Lab8","C9H17NO4","RDHQFKQIGNGIED","1","0","0",1,6,6
"LTRS_000407_BasePos","Lab8","C9H17NO4","RDHQFKQIGNGIED","1","0","0",1,6,6
"LTRS_000411_BasePos","Lab8","C12H24N2O3","AZLASBBHHSLQDB","1","1","0",2,6,2
"LTRS_000412_BasePos","Lab8","C14H18N2O3","WEQJQNWXCSUVMA","1","0","0",1,6,6
"LTRS_000413_BasePos","Lab8","C10H16N2O4","ONPXCLZMBSJLSP","1","0","0",1,8,8
"LTRS_000419_BasePos","Lab8","C16H21N3O3","LWFWZRANSFAJDR","1","0","0",1,8,8
"LTRS_000446_BasePos","Lab8","C14H18N2O3","WEQJQNWXCSUVMA","1","1","0",2,6,6
"LTRS_000448_BasePos","Lab8","C15H22N2O3","KFKWRHQBZQICHA","1","1","0",2,8,8
"LTRS_000450_BasePos","Lab8","C15H22N2O3","KFKWRHQBZQICHA","1","1","0",2,8,8
"LTRS_000452_BasePos","Lab8","C18H23N3O6","VFAVNRVDTAPBNR","1","1","0",2,5,5
"LTRS_000453_BasePos","Lab8","C13H24NaO6",NA,"1","0","0",1,1,NA
"LTRS_000463_BasePos","Lab8","C12H16N6O3","SGCGMORCWLEJNZ","1","0","0",1,1,1
"LTRS_000474_BasePos","Lab8","C15H22N2O3","KFKWRHQBZQICHA","1","1","1",3,8,8
"LTRS_000480_BasePos","Lab8","C17H35NO3P2",NA,"1","1","0",2,1,NA
"LTRS_000481_BasePos","Lab8","C17H31N3O4","GTWYPIFYOHIWKX","1","1","0",2,8,8
"LTRS_000487_BasePos","Lab8","C8H12N2O2S","QCDQDISRALTLNQ","1","0","0",1,1,1
"LTRS_000499_BasePos","Lab8","C17H25N3O4","QOGMSGDSEDXMQN","1","1","0",2,2,2
"LTRS_000502_BasePos","Lab8","C11H20O5S","FEKMFSGDBKSRNR","1","1","1",3,1,1
"LTRS_000510_BasePos","Lab8","C8H15NO3","UPCKIPHSXMXJOX","1","0","0",1,4,3
"LTRS_000516_BasePos","Lab8","C14H16N2O4","AQHJZWISLYVACJ","1","0","0",1,7,7
"LTRS_000524_BasePos","Lab8","C14H16N2O2","QZBUWPVZSXDWSB","1","1","0",2,6,6
"LTRS_000526_BasePos","Lab8","C11H13NO3","CBQJSKKFNMDLON","1","0","0",1,6,6
"LTRS_000529_BasePos","Lab8","C10H17N6O2P",NA,"1","1","0",2,1,NA
"LTRS_000061_BaseNeg","Lab8","C12H23N3O6","QWGIOMIEVFVREE","1","0","0",1,1,1
"LTRS_000064_BaseNeg","Lab8","C14H18N2O6","VVLXCWVSSLFQDS","1","0","0",1,5,5
"LTRS_000098_BaseNeg","Lab8","C16H26N7O8P","BBMVJPQPYRNBMM","1","1","0",2,1,1
"LTRS_000126_BaseNeg","Lab8","C9H11NO3","WRFPVMFCRNYQNR","1","1","1",3,8,4
"LTRS_000139_BasePos","Lab8","C12H20N17Na2P",NA,"1","1","1",3,1,NA
"LTRS_000144_BasePos","Lab8","C4H8N2O3","DCXYFEDJOCDNAF","1","1","1",3,4,3
"LTRS_000150_BaseNeg","Lab8","C8H14N2O5","JZDHUJAFXGNDSB","1","0","0",1,5,5
"LTRS_000152_BasePos","Lab8","C13H22N4O8S2","BNRXZEPOHPEEAS","1","1","0",2,6,6
"LTRS_000161_BaseNeg","Lab8","C18H31N9NaO4",NA,"1","0","0",1,2,NA
"LTRS_000171_BasePos","Lab8","C9H11NO3","OUYCCCASQSFEME","1","1","0",2,8,8
"LTRS_000181_BaseNeg","Lab8","C9H14N2O5","UKGGPJNBONZZCM","1","0","0",1,6,6
"LTRS_000183_BasePos","Lab8","C14H27N4NaPS",NA,"0","1","0",1,1,NA
"LTRS_000227_BaseNeg","Lab8","C8H16NO9P","BRGMHAYQAZFZDJ","1","0","0",1,2,2
"LTRS_000239_BasePos","Lab8","C13H23N3O6","ZRLUISBDKUWAIZ","1","1","0",2,5,5
"LTRS_000272_BasePos","Lab8","C14H28NaO7",NA,"0","1","0",1,1,NA
"LTRS_000298_BaseNeg","Lab8","C11H13NO3","CBQJSKKFNMDLON","1","1","1",3,6,6
"LTRS_000317_BasePos","Lab8","C8H12N2O2","NHZMQXZHNVQTQA","1","0","0",1,2,2
"LTRS_000319_BasePos","Lab8","C11H15N5O3S","WUUGFSXJNOTRMR","1","0","1",2,7,7
"LTRS_000406_BasePos","Lab8","C9H17NO4","RDHQFKQIGNGIED","1","0","0",1,6,6
"LTRS_000413_BasePos","Lab8","C10H16N2O4","ONPXCLZMBSJLSP","1","0","0",1,8,8
"LTRS_000427_BasePos","Lab8","C15H22N2O3","KFKWRHQBZQICHA","0","1","0",1,8,8
"LTRS_000441_BasePos","Lab8","C14H16N2O3","OTTGQCPZINNXJF","0","1","0",1,4,4
"LTRS_000476_BasePos","Lab8","C10H16N2O2S","ARDNWGMSCXSPBF","0","1","0",1,3,3
"LTRS_000486_BasePos","Lab8","C6H13NO2","AGPKZVBTJJNPAG","0","1","0",1,8,7
"LTRS_000004_BaseNeg","Lab8","C10H21N3O4","ZOKVLMBYDSIDKG","1","1","1",3,4,4
"LTRS_000030_BasePos","Lab8","C6H6ClN5NaO",NA,"1","0","0",1,2,NA
"LTRS_000035_BaseNeg","Lab8","C14H31O2PS",NA,"0","1","0",1,1,NA
"LTRS_000045_BaseNeg","Lab8","C7H14N2O3","JRLGPAXAGHMNOL","1","1","1",3,6,6
"LTRS_000049_BasePos","Lab8","C8H14N2O3","WPWUFUBLGADILS","1","1","0",2,6,6
"LTRS_000055_BaseNeg","Lab8","C13H22N4O7","QNRRHYPPQFELSF","1","1","0",2,2,2
"LTRS_000133_BaseNeg","Lab8","C13H23N3O4","YFBBUHJJUXXZOF","1","0","1",2,8,8
"LTRS_000136_BaseNeg","Lab8","C10H19NO10",NA,"1","0","0",1,3,NA
"LTRS_000145_BaseNeg","Lab8","C10H17NO9","DFSUVSNIIHLGAX","1","0","0",1,3,3
"LTRS_000147_BaseNeg","Lab8","C19H22N14NaO9",NA,"1","1","0",2,1,NA
"LTRS_000175_BaseNeg","Lab8","C10H14N5O7P","UDMBCSSLTHHNCD","1","1","1",3,8,8
"LTRS_000176_BaseNeg","Lab8","C9H14N2O7","DBMVITQDGVMXEY","1","0","0",1,4,4
"LTRS_000184_BaseNeg","Lab8","C8H12N2O4","QBIMPGNQKASPJE","1","1","0",2,6,6
"LTRS_000218_BaseNeg","Lab8","C12H23O14P","LABSPYBHMPDTEL","1","0","0",1,2,2
"LTRS_000289_BaseNeg","Lab8","C17H27N3O17P2","LFTYTUAZOPRMMI","1","0","1",2,7,7
"LTRS_000311_BasePos","Lab8","C16H21N3O7","IOVMNRAFAPHDOK","1","0","0",1,2,2
"LTRS_000481_BasePos","Lab8","C17H31N3O4","GTWYPIFYOHIWKX","1","1","0",2,8,8
"LTRS_000487_BasePos","Lab8","C8H12N2O2S","QCDQDISRALTLNQ","1","0","0",1,1,1
"LTRS_000495_BasePos","Lab8","C17H18N2O5","SHBIXMBNSNZCFJ","0","1","0",1,1,1
"LTRS_000497_BasePos","Lab8","C17H33N3O4","LYALUJDOJBFGIU","0","1","0",1,1,1
"LTRS_000006_BasePos","Lab8","C7H19N3","ATHGHQPFGPMSJY","1","0","0",1,1,1
"LTRS_000037_BasePos","Lab8","C12H19N7O4",NA,"1","0","0",1,1,NA
"LTRS_000039_BasePos","Lab8","C4H9NO2","FFDGPVCHZBVARC","1","1","1",3,6,4
"LTRS_000233_BasePos","Lab8","C14H20N2O4","OYOQKMOWUDVWCR","1","1","0",2,8,8
"LTRS_000291_BasePos","Lab8","C14H23O8P",NA,"1","0","0",1,1,NA
"LTRS_000387_BasePos","Lab8","C16H19N3O3","UEKYKRQIAQHOOZ","1","1","0",2,4,4
"LTRS_000393_BasePos","Lab8","C14H18N2O3","WEQJQNWXCSUVMA","1","1","0",2,6,6
"LTRS_000442_BasePos","Lab8","C10H16N2O2","XLUAWXQORJEMBD","0","1","0",1,6,6
"LTRS_000529_BasePos","Lab8","C10H17N6O2P",NA,"1","1","0",2,1,NA
"LTRS_000005_BaseNeg","Lab8","C15H29N3O8",NA,"1","0","1",2,3,NA
"LTRS_000017_BasePos","Lab8","C6H14N2O2","KDXKERNSBIXSRK","1","1","0",2,8,8
"LTRS_000018_BasePos","Lab8","C11H23N5O3","DAQIJMOLTMGJLO","1","0","0",1,8,8
"LTRS_000020_BasePos","Lab8","C6H14N2O2","KDXKERNSBIXSRK","1","1","1",3,8,8
"LTRS_000022_BasePos","Lab8","C11H21N5O3","LQJAALCCPOTJGB","1","1","0",2,4,4
"LTRS_000027_BasePos","Lab8","C6H10N4O3S2","HZIYHIRJHYIRQO","1","1","0",2,2,2
"LTRS_000030_BasePos","Lab8","C6H6ClN5NaO",NA,"1","0","0",1,2,NA
"LTRS_000032_BaseNeg","Lab8","C8H16N2O5","MCGXOCXFFNKASF","1","0","0",1,5,5
"LTRS_000034_BaseNeg","Lab8","C15H23N3O3","QCZYYEFXOBKCNQ","1","1","0",2,8,8
"LTRS_000048_BaseNeg","Lab8","C10H20N2O4","DGMOQCHIPOPXEK","1","1","1",3,7,7
"LTRS_000062_BasePos","Lab8","C12H22N4O5","JVWPPCWUDRJGAE","1","1","0",2,3,3
"LTRS_000064_BasePos","Lab8","C10H18N2O5","IYJILWQAFPUBHP","1","0","0",1,8,8
"LTRS_000071_BasePos","Lab8","C11H21N3O4","XITLYYAIPBBHPX","1","1","1",3,7,7
"LTRS_000075_BaseNeg","Lab8","C14H25N3O6",NA,"1","0","0",1,3,NA
"LTRS_000077_BaseNeg","Lab8","C10H19NO8","JUBGLICOZRKBCO","1","0","0",1,3,3
"LTRS_000139_BasePos","Lab8","C12H20N17Na2P",NA,"1","1","1",3,1,NA
"LTRS_000145_BasePos","Lab8","C12H22O11","PVXPPJIGRGXGCY","1","1","0",2,6,3
"LTRS_000160_BasePos","Lab8","C9H14N3O8P","IERHLVCPSMICTF","1","1","1",3,7,7
"LTRS_000161_BaseNeg","Lab8","C18H31N9NaO4",NA,"1","0","0",1,2,NA
"LTRS_000163_BasePos","Lab8","C6H13NO3","OSCCDBFHNMXNME","1","1","0",2,5,5
"LTRS_000183_BasePos","Lab8","C14H27N4NaPS",NA,"0","1","0",1,1,NA
"LTRS_000192_BaseNeg","Lab8","C9H12N2O6","DRTQHJPVMGBUCF","1","0","0",1,7,7
"LTRS_000192_BasePos","Lab8","C19H33N5O8",NA,"0","1","0",1,1,NA
"LTRS_000201_BaseNeg","Lab8","C9H12N2O4","BGANLZMZHWJPFY","1","0","0",1,1,1
"LTRS_000203_BasePos","Lab8","C11H19N3O6","JCMUOFQHZLPHQP","1","1","1",3,6,6
"LTRS_000205_BasePos","Lab8","C10H13N5O5","NYHBQMYGNKIUIF","1","1","0",2,7,7
"LTRS_000218_BaseNeg","Lab8","C12H23O14P","LABSPYBHMPDTEL","1","0","0",1,2,2
"LTRS_000224_BasePos","Lab8","C9H16N2O5","VWXQFHJBQHTHMK","1","0","0",1,6,5
"LTRS_000237_BasePos","Lab8","C15H29N3O5","OCSMOTCMPXTDND","0","1","0",1,3,3
"LTRS_000263_BasePos","Lab8","C14H28NaO5",NA,"0","1","0",1,1,NA
"LTRS_000266_BasePos","Lab8","C11H22Cl3N",NA,"1","1","0",2,1,NA
"LTRS_000282_BasePos","Lab8","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_000289_BasePos","Lab8","C10H18N2O5","IYJILWQAFPUBHP","1","1","0",2,8,8
"LTRS_000319_BasePos","Lab8","C11H15N5O3S","WUUGFSXJNOTRMR","1","0","1",2,7,7
"LTRS_000327_BasePos","Lab8","C15H31NNaO6",NA,"0","1","0",1,1,NA
"LTRS_000331_BasePos","Lab8","C10H14N2O4","QSHWIQZFGQKFMA","1","0","0",1,6,6
"LTRS_000332_BasePos","Lab8","C9H15NO7","VOYHUNWCVBZVQT","0","1","0",1,1,1
"LTRS_000343_BasePos","Lab8","C14H17N5O8","VKGZCEJTCKHMRL","1","0","0",1,4,4
"LTRS_000344_BasePos","Lab8","C15H22N2O4","MUFXDFWAJSPHIQ","1","0","0",1,8,8
"LTRS_000372_BasePos","Lab8","C14H20N2O3","GJNDXQBALKCYSZ","1","0","0",1,8,8
"LTRS_000384_BasePos","Lab8","C12H24N2O3","AZLASBBHHSLQDB","1","1","0",2,6,2
"LTRS_000388_BasePos","Lab8","C15H27N3O6","SOYWRINXUSUWEQ","0","1","0",1,5,5
"LTRS_000393_BasePos","Lab8","C14H18N2O3","WEQJQNWXCSUVMA","1","1","0",2,6,6
"LTRS_000413_BasePos","Lab8","C10H16N2O4","ONPXCLZMBSJLSP","1","0","0",1,8,8
"LTRS_000419_BasePos","Lab8","C16H21N3O3","LWFWZRANSFAJDR","1","0","0",1,8,8
"LTRS_000474_BasePos","Lab8","C15H22N2O3","KFKWRHQBZQICHA","1","1","1",3,8,8
"LTRS_000486_BasePos","Lab8","C6H13NO2","AGPKZVBTJJNPAG","0","1","0",1,8,7
"LTRS_000078_BasePos","Lab8","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","0",2,8,8
"LTRS_000079_BasePos","Lab8","C9H18N2O4","XGDCYUQSFDQISZ","1","0","0",1,8,8
"LTRS_000091_BasePos","Lab8","C9H16N2O5","VWXQFHJBQHTHMK","1","1","0",2,6,5
"LTRS_000122_BasePos","Lab8","C5H11NO3S","QEFRNWWLZKMPFJ","1","1","0",2,3,3
"LTRS_000129_BasePos","Lab8","C5H11NO2","KZSNJWFQEVHDMF","1","1","0",2,8,8
"LTRS_000130_BasePos","Lab8","C5H9NO2","ONIBWKKTOPOVIA","1","1","0",2,8,8
"LTRS_000131_BasePos","Lab8","C5H14NO6P","FRMZOWIQVCBEAC","1","0","0",1,6,6
"LTRS_000137_BasePos","Lab8","C10H20N2O3","KRNYOVHEKOBTEF","1","1","0",2,8,8
"LTRS_000144_BasePos","Lab8","C4H8N2O3","DCXYFEDJOCDNAF","1","1","1",3,4,3
"LTRS_000146_BasePos","Lab8","C11H19NO9","SQVRNKJHWKZAKO","1","0","0",1,8,8
"LTRS_000167_BasePos","Lab8","C16H27N3O8","AUTNXSQEVVHSJK","1","1","1",3,5,5
"LTRS_000172_BasePos","Lab8","C9H11NO3","OUYCCCASQSFEME","1","1","0",2,8,8
"LTRS_000204_BasePos","Lab8","C12H23NO8",NA,"0","1","0",1,1,NA
"LTRS_000213_BasePos","Lab8","C9H18N2O3","RDIKFPRVLJLMER","1","1","1",3,8,8
"LTRS_000214_BasePos","Lab8","C18H36N6O5","FBYTVIISAJWXNX","0","1","0",1,2,2
"LTRS_000221_BasePos","Lab8","C19H37N5O5",NA,"0","1","0",1,1,NA
"LTRS_000272_BasePos","Lab8","C14H28NaO7",NA,"0","1","0",1,1,NA
"LTRS_000275_BasePos","Lab8","C9H11NS",NA,"1","1","0",2,1,NA
"LTRS_000286_BasePos","Lab8","C11H20N2O3","VTJUNIYRYIAIHF","1","1","0",2,8,4
"LTRS_000288_BasePos","Lab8","C15H21NO7","FAVRCIXPIVJIPN","1","0","0",1,6,6
"LTRS_000290_BasePos","Lab8","C8H15NO4","GZDWTPRPLBRISA","1","1","0",2,4,4
"LTRS_000310_BasePos","Lab8","C13H23N3O4","YFBBUHJJUXXZOF","0","1","0",1,8,8
"LTRS_000320_BasePos","Lab8","C6H14NO8P","YMJBYRVFGYXULK","1","1","0",2,1,1
"LTRS_000322_BasePos","Lab8","C10H14N5O8P","RQFCJASXJCIDSX","1","1","0",2,7,7
"LTRS_000324_BasePos","Lab8","C13H22NaO6",NA,"1","1","0",2,1,NA
"LTRS_000326_BasePos","Lab8","C17H24N11O2P",NA,"0","1","0",1,1,NA
"LTRS_000337_BasePos","Lab8","C5H16ClN3Na2P2",NA,"1","1","0",2,1,NA
"LTRS_000339_BasePos","Lab8","C12H24N2O3","BCVIOZZGJNOEQS","1","1","0",2,6,5
"LTRS_000341_BasePos","Lab8","C14H17N3O3","WUGMRIBZSVSJNP","1","0","1",2,5,5
"LTRS_000342_BasePos","Lab8","C12H18N5O7P","OWRDTHWSVNWFAZ","0","1","0",1,1,1
"LTRS_000348_BasePos","Lab8","C11H12N2O3","LDCYZAJDBXYCGN","1","1","0",2,2,2
"LTRS_000349_BasePos","Lab8","C11H15N2O8P","DAYLJWODMCOQEW","1","1","0",2,1,1
"LTRS_000350_BasePos","Lab8","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_000351_BasePos","Lab8","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
