"Name","lab","MF","InChiKey","ANOVA","PCA","NMF","total.sig","total.lab.mf","total.lab.inchi"
"LTRS_000715_BasePos","Lab2","C14H20N6O5S","ZJUKTBDSGOFHSH","1","0","1",2,5,2
"LTRS_000718_BasePos","Lab2","C10H13N5O3S","VLRCFULRQZKFRM","1","0","1",2,1,1
"LTRS_000720_BasePos","Lab2","C14H20N6O5S",NA,"1","0","1",2,5,NA
"LTRS_000722_BasePos","Lab2","C14H25N3O7","ZHNHJYYFCGUZNQ","1","0","1",2,6,6
"LTRS_000727_BasePos","Lab2","C15H23N5O3","PQBHGSGQZSOLIR","1","0","0",1,6,6
"LTRS_000737_BasePos","Lab2","C14H14N8O10",NA,"1","0","0",1,2,NA
"LTRS_000739_BasePos","Lab2","C14H18N2O6","VVLXCWVSSLFQDS","1","0","0",1,5,5
"LTRS_000741_BasePos","Lab2","C18H35N5O6","IHPJPQIRNONWGH","1","1","0",2,1,1
"LTRS_000742_BasePos","Lab2","C11H19N3O2",NA,"1","0","0",1,6,NA
"LTRS_000743_BasePos","Lab2","C11H16N2O2","QCHFTSOMWOSFHM","1","1","0",2,1,1
"LTRS_000746_BasePos","Lab2","C8H12N2O3","FTOAOBMCPZCFFF","1","1","0",2,4,4
"LTRS_000754_BasePos","Lab2","C12H21NO6",NA,"1","1","0",2,3,NA
"LTRS_000755_BasePos","Lab2","C12H23NO7","KGTRBDVOUPALMB","1","1","0",2,5,5
"LTRS_000758_BasePos","Lab2","C9H10N2O3","HSMNQINEKMPTIC","1","1","0",2,3,3
"LTRS_000759_BasePos","Lab2","C9H13N3O3","WREGKURFCTUGRC","1","0","1",2,3,3
"LTRS_000761_BasePos","Lab2","C17H29N5O6",NA,"1","0","0",1,2,NA
"LTRS_000763_BasePos","Lab2","C11H15N5O4S","WXOJULRVRHWMGT","1","0","1",2,3,3
"LTRS_000766_BasePos","Lab2","C11H20N2O5","SNCKGJWJABDZHI","1","1","0",2,8,8
"LTRS_000771_BasePos","Lab2","C9H18N2O3","RDIKFPRVLJLMER","1","0","0",1,8,8
"LTRS_000772_BasePos","Lab2","C11H14N2O4","XBGGUPMXALFZOT","1","1","0",2,6,6
"LTRS_000774_BasePos","Lab2","C10H14N5O7P","UDMBCSSLTHHNCD","1","0","0",1,8,8
"LTRS_000783_BasePos","Lab2","C15H25N3O8","IESFZVCAVACGPH","1","1","0",2,5,5
"LTRS_000789_BasePos","Lab2","C14H28N4O4","RUCNAYOMFXRIKJ","1","1","0",2,4,4
"LTRS_000795_BasePos","Lab2","C10H13N5O4","OIRDTQYFTABQOQ","1","1","0",2,5,5
"LTRS_000796_BasePos","Lab2","C10H13N5O4","OIRDTQYFTABQOQ","1","0","1",2,5,5
"LTRS_000799_BasePos","Lab2","C18H33N5O5",NA,"1","0","0",1,1,NA
"LTRS_000808_BasePos","Lab2","C8H16N2O3","DTERQYGMUDWYAZ","1","0","0",1,8,8
"LTRS_000810_BasePos","Lab2","C15H18N4O3","XMAUFHMAAVTODF","1","0","0",1,4,4
"LTRS_000823_BasePos","Lab2","C17H32N4O4","LJGUQBBKFZFLJA","1","0","1",2,2,2
"LTRS_000830_BasePos","Lab2","C10H13N5O5","NYHBQMYGNKIUIF","1","1","0",2,7,7
"LTRS_000831_BasePos","Lab2","C10H13N5O5","NYHBQMYGNKIUIF","1","1","0",2,7,7
"LTRS_000842_BasePos","Lab2","C15H16N8O10",NA,"1","0","0",1,1,NA
"LTRS_000845_BasePos","Lab2","C16H28N4O5","CQGSYZCULZMEDE","1","1","0",2,5,5
"LTRS_000849_BasePos","Lab2","C14H25N3O6",NA,"1","1","0",2,3,NA
"LTRS_000850_BasePos","Lab2","C12H16N2O5","MALNXHYEPCSPPU","1","0","0",1,6,6
"LTRS_000855_BasePos","Lab2","C15H31N2NaO9P3",NA,"1","1","0",2,1,NA
"LTRS_000860_BasePos","Lab2","C13H17N3O5","FYRVDDJMNISIKJ","1","1","1",3,3,3
"LTRS_000862_BasePos","Lab2","C13H14N2O5","UAOQPEANZVBDPV","1","1","1",3,1,1
"LTRS_000873_BasePos","Lab2","C9H11NO3","OUYCCCASQSFEME","1","1","0",2,8,8
"LTRS_000876_BasePos","Lab2","C11H19N5O2","ZRJHYOXNWCMGMW","1","1","0",2,5,5
"LTRS_000879_BasePos","Lab2","C12H16N2O4","PPQRSMGDOHLTBE","1","1","0",2,7,7
"LTRS_000896_BasePos","Lab2","C10H20N2O3","KRNYOVHEKOBTEF","1","1","0",2,8,8
"LTRS_000898_BasePos","Lab2","C15H23N5O3","PQBHGSGQZSOLIR","1","0","0",1,6,6
"LTRS_000916_BasePos","Lab2","C13H18N2O5","WCRFXRIWBFRZBR","1","0","1",2,5,5
"LTRS_000930_BasePos","Lab2","C14H19N3O4","VHLZDSUANXBJHW","1","1","0",2,1,1
"LTRS_000936_BasePos","Lab2","C16H30N6O6",NA,"1","1","0",2,2,NA
"LTRS_000937_BasePos","Lab2","C10H18N2O3","AUTOLBMXDDTRRT","1","1","0",2,8,8
"LTRS_000941_BasePos","Lab2","C13H16N2O6","NALWOULWGHTVDA","1","1","0",2,6,6
"LTRS_000943_BasePos","Lab2","C11H21N5O3","LQJAALCCPOTJGB","1","1","1",3,4,4
"LTRS_000944_BasePos","Lab2","C10H12N2O3","YGPSJZOEDVAXAB","1","0","1",2,1,1
"LTRS_000948_BasePos","Lab2","C14H16N2O5","RMLYXMMBIZLGAQ","1","0","0",1,5,5
"LTRS_000949_BasePos","Lab2","C14H18N2O6","VVLXCWVSSLFQDS","1","0","0",1,5,5
"LTRS_000953_BasePos","Lab2","C13H18N2O4","NYQBYASWHVRESG","1","1","0",2,8,8
"LTRS_000955_BasePos","Lab2","C13H13N9O",NA,"1","0","0",1,1,NA
"LTRS_000958_BasePos","Lab2","C17H32N6O4",NA,"1","1","1",3,3,NA
"LTRS_000966_BasePos","Lab2","C13H16N2O5","YZQCXOFQZKCETR","1","0","0",1,6,6
"LTRS_000967_BasePos","Lab2","C14H26N2O8","YTYAKGJMNHDUDF","1","1","1",3,3,3
"LTRS_000968_BasePos","Lab2","C14H18N2O4","HLRUKOJSWOKCPP","1","1","0",2,7,7
"LTRS_000975_BasePos","Lab2","C10H16N2O2S","ARDNWGMSCXSPBF","1","1","0",2,3,3
"LTRS_000981_BasePos","Lab2","C10H18N2O5","IYJILWQAFPUBHP","1","0","0",1,8,8
"LTRS_000994_BasePos","Lab2","C10H19N3O4","MQLZLIYPFDIDMZ","1","0","1",2,8,8
"LTRS_000997_BasePos","Lab2","C10H13NO4","PFDUUKDQEHURQC","1","0","1",2,2,2
"LTRS_000999_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_001006_BasePos","Lab2","C6H6","UHOVQNZJYSORNB","1","0","0",1,2,2
"LTRS_001008_BasePos","Lab2","C8H7N","SIKJAQJRHWYJAI","1","1","0",2,1,1
"LTRS_001010_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_001011_BasePos","Lab2","C6H5O","KHUXNRRPPZOJPT","1","1","0",2,1,1
"LTRS_001012_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_001013_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_001014_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_001015_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_001016_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_001017_BasePos","Lab2","C7H8","YXFVVABEGXRONW","1","0","0",1,2,2
"LTRS_001021_BasePos","Lab2","C14H25N3O5",NA,"1","0","1",2,5,NA
"LTRS_001027_BasePos","Lab2","C13H23N3O5","BULFTXGJKXVMER","1","0","1",2,5,5
"LTRS_001029_BasePos","Lab2","C13H23N3O4","YFBBUHJJUXXZOF","1","0","1",2,8,8
"LTRS_001034_BasePos","Lab2","C8H15NO4","GZDWTPRPLBRISA","1","1","0",2,4,4
"LTRS_001042_BasePos","Lab2","C10H20N2O3S","BJFJQOMZCSHBMY","1","1","1",3,3,3
"LTRS_001046_BasePos","Lab2","C16H27N3O8","AUTNXSQEVVHSJK","1","0","1",2,5,5
"LTRS_001050_BasePos","Lab2","C15H25N3O6",NA,"1","1","0",2,3,NA
"LTRS_001051_BasePos","Lab2","C10H14N2O4","QSHWIQZFGQKFMA","1","1","0",2,6,6
"LTRS_001055_BasePos","Lab2","C9H18N2O4","XGDCYUQSFDQISZ","1","1","0",2,8,8
"LTRS_001056_BasePos","Lab2","C9H16N2O3","NVORCMBCUHQRDL","1","0","0",1,1,1
"LTRS_001059_BasePos","Lab2","C15H20ClN3O2","FEROPKNOYKURCJ","1","1","0",2,4,4
"LTRS_001062_BasePos","Lab2","C15H21NO7","FAVRCIXPIVJIPN","1","1","0",2,6,6
"LTRS_001063_BasePos","Lab2","C14H17NO4","DQNIJPKVOAKAMF","1","1","0",2,1,1
"LTRS_001068_BasePos","Lab2","C7H12N2O","RYSHIRFTLKZVIH","1","1","1",3,1,1
"LTRS_001069_BasePos","Lab2","C14H25N3O7","ZHNHJYYFCGUZNQ","1","1","0",2,6,6
"LTRS_001070_BasePos","Lab2","C9H18N2O2","SJEKZTPKCBODER","1","1","0",2,1,1
"LTRS_001071_BasePos","Lab2","C17H26N6O4","AYEKKSTZQYEZPU","1","0","0",1,2,2
"LTRS_001073_BasePos","Lab2","C14H18N2O5","XHHOHZPNYFQJKL","1","0","0",1,5,4
"LTRS_001084_BasePos","Lab2","C15H26N4O5",NA,"1","1","1",3,2,NA
"LTRS_001085_BasePos","Lab2","C10H12N2O3","YGPSJZOEDVAXAB","1","1","0",2,1,1
"LTRS_001086_BasePos","Lab2","C14H20N2O4","OYOQKMOWUDVWCR","1","1","0",2,8,8
"LTRS_001097_BasePos","Lab2","C13H23N3O6","ZRLUISBDKUWAIZ","1","1","0",2,5,5
"LTRS_001117_BasePos","Lab2","C8H16N2O3","DTERQYGMUDWYAZ","1","1","0",2,8,8
"LTRS_001119_BasePos","Lab2","C11H14N2O3","JBCLFWXMTIKCCB","1","1","0",2,6,6
"LTRS_001121_BasePos","Lab2","C16H21N3O5",NA,"1","0","0",1,1,NA
"LTRS_001126_BasePos","Lab2","C15H27N3O7",NA,"1","1","1",3,5,NA
"LTRS_001130_BasePos","Lab2","C10H18N2O3","AUTOLBMXDDTRRT","1","0","0",1,8,8
"LTRS_001137_BasePos","Lab2","C14H18N2O4","HLRUKOJSWOKCPP","1","1","0",2,7,7
"LTRS_001140_BasePos","Lab2","C16H28N4O5","CQGSYZCULZMEDE","1","1","0",2,5,5
"LTRS_001142_BasePos","Lab2","C14H25N3O6",NA,"1","1","0",2,3,NA
"LTRS_001148_BasePos","Lab2","C9H14N2O2","JGZSQTNMSGRPHP","1","1","0",2,2,2
"LTRS_001150_BasePos","Lab2","C11H18N2O4",NA,"1","1","0",2,6,NA
"LTRS_001152_BasePos","Lab2","C11H20N2O5","SNCKGJWJABDZHI","1","1","0",2,8,8
"LTRS_001155_BasePos","Lab2","C16H29N3O6","INGJLBQKTRJLFO","1","0","1",2,6,6
"LTRS_001158_BasePos","Lab2","C10H18N2O5","IYJILWQAFPUBHP","1","1","0",2,8,8
"LTRS_001163_BasePos","Lab2","C6H13NO2","AGPKZVBTJJNPAG","1","0","0",1,8,7
"LTRS_001169_BasePos","Lab2","C18H25N3O6","JSGWNFKWZNPDAV","1","0","1",2,1,1
"LTRS_001170_BasePos","Lab2","C17H23N3O5","ZERGYHMBBZCBJM","1","1","1",3,1,1
"LTRS_001190_BasePos","Lab2","C6H13NO2","AGPKZVBTJJNPAG","1","0","1",2,8,7
"LTRS_001195_BasePos","Lab2","C14H17N5O8","VKGZCEJTCKHMRL","1","0","0",1,4,4
"LTRS_001200_BasePos","Lab2","C12H16N2O4","PPQRSMGDOHLTBE","1","1","0",2,7,7
"LTRS_001203_BasePos","Lab2","C13H17N3O4","OMSMPWHEGLNQOD","1","1","1",3,6,6
"LTRS_001209_BasePos","Lab2","C16H27N3O6",NA,"1","1","0",2,4,NA
"LTRS_001215_BasePos","Lab2","C11H22N2O3","BCXBIONYYJCSDF","1","0","0",1,8,8
"LTRS_001218_BasePos","Lab2","C14H26N4O6",NA,"1","0","0",1,4,NA
"LTRS_001220_BasePos","Lab2","C17H22N2O7","LCHFAYIGHOVWSA","1","0","0",1,2,2
"LTRS_001221_BasePos","Lab2","C17H21ClN4O2","LVRVDCYFXLCHOZ","1","0","0",1,2,2
"LTRS_001222_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_001223_BasePos","Lab2","C11H14N2O3","JBCLFWXMTIKCCB","1","1","0",2,6,6
"LTRS_001230_BasePos","Lab2","C15H22N2O4","MUFXDFWAJSPHIQ","1","1","1",3,8,8
"LTRS_001231_BasePos","Lab2","C13H12N2O3","DUIFVCFSAWHIOD","1","1","0",2,1,1
"LTRS_001238_BasePos","Lab2","C10H16N2O4S","KCSKCIQYNAOBNQ","1","0","0",1,2,2
"LTRS_001253_BasePos","Lab2","C15H27N3O5",NA,"1","0","1",2,6,NA
"LTRS_001255_BasePos","Lab2","C11H20N2O3","BBIXOODYWPFNDT","1","1","0",2,8,7
"LTRS_001257_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001258_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001259_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001261_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","0","0",1,8,8
"LTRS_001262_BasePos","Lab2","C10H9NO","WHOOUMGHGSPMGR","1","0","0",1,2,2
"LTRS_001263_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001264_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001265_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001266_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001267_BasePos","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","1","0",2,8,8
"LTRS_001268_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_001269_BasePos","Lab2","C10H9NO2","SEOVTRFCIGRIMH","1","1","0",2,1,1
"LTRS_001273_BasePos","Lab2","C12H16N2O3","MIDZLCFIAINOQN","1","1","0",2,8,8
"LTRS_001274_BasePos","Lab2","C14H25N3O5",NA,"1","1","0",2,5,NA
"LTRS_001278_BasePos","Lab2","C13H18N2O4","NYQBYASWHVRESG","1","1","0",2,8,8
"LTRS_001296_BasePos","Lab2","C14H16N2O4","AQHJZWISLYVACJ","1","1","0",2,7,7
"LTRS_001297_BasePos","Lab2","C14H18N2O5","XHHOHZPNYFQJKL","1","1","0",2,5,4
"LTRS_001299_BasePos","Lab2","C13H16N2O5","YZQCXOFQZKCETR","1","1","1",3,6,6
"LTRS_001302_BasePos","Lab2","C16H21N3O7","IOVMNRAFAPHDOK","1","1","0",2,2,2
"LTRS_001304_BasePos","Lab2","C14H16N2O5","RMLYXMMBIZLGAQ","1","1","0",2,5,5
"LTRS_001307_BasePos","Lab2","C11H15N5O3S","WUUGFSXJNOTRMR","1","0","1",2,7,7
"LTRS_001308_BasePos","Lab2","C5H5N5","GFFGJBXGBJISGV","1","0","1",2,3,3
"LTRS_001314_BasePos","Lab2","C9H11NO3","OUYCCCASQSFEME","1","1","0",2,8,8
"LTRS_001315_BasePos","Lab2","C11H22N2O3","BCXBIONYYJCSDF","1","1","0",2,8,8
"LTRS_001323_BasePos","Lab2","C13H23N3O4","YFBBUHJJUXXZOF","1","0","0",1,8,8
"LTRS_001324_BasePos","Lab2","C14H18N2O3","WEQJQNWXCSUVMA","1","1","0",2,6,6
"LTRS_001345_BasePos","Lab2","C15H27N3O5",NA,"1","0","1",2,6,NA
"LTRS_001354_BasePos","Lab2","C14H16N2O3","OTTGQCPZINNXJF","1","1","1",3,4,4
"LTRS_001356_BasePos","Lab2","C14H17N3O4","LZLREEUGSYITMX","1","1","0",2,5,5
"LTRS_001357_BasePos","Lab2","C14H20N2O3","GJNDXQBALKCYSZ","1","1","0",2,8,8
"LTRS_001364_BasePos","Lab2","C15H18N4O4","RGGVDKVXLBOLNS","1","0","1",2,7,7
"LTRS_001365_BasePos","Lab2","C9H17NO4","RDHQFKQIGNGIED","1","1","0",2,6,6
"LTRS_001374_BasePos","Lab2","C13H15N3O3","AJHCSUXXECOXOY","1","1","1",3,4,4
"LTRS_001378_BasePos","Lab2","C14H17N3O3","WUGMRIBZSVSJNP","1","0","1",2,5,5
"LTRS_001392_BasePos","Lab2","C15H19N3O4","KAFKKRJQHOECGW","1","1","0",2,4,4
"LTRS_001397_BasePos","Lab2","C11H9NO2","PLVPPLCLBIEYEA","1","0","1",2,3,3
"LTRS_001403_BasePos","Lab2","C10H9NO2","SEOVTRFCIGRIMH","1","0","1",2,1,1
"LTRS_001415_BasePos","Lab2","C15H22N2O4","MUFXDFWAJSPHIQ","1","1","1",3,8,8
"LTRS_001417_BasePos","Lab2","C16H19N3O3","UEKYKRQIAQHOOZ","1","1","0",2,4,4
"LTRS_001422_BasePos","Lab2","C10H16N2O2","XLUAWXQORJEMBD","1","1","0",2,6,6
"LTRS_001426_BasePos","Lab2","C14H20N2O3","GJNDXQBALKCYSZ","1","1","0",2,8,8
"LTRS_001440_BasePos","Lab2","C16H29N3O4","YUDVUYFJPOOWEQ","1","1","1",3,8,8
"LTRS_001444_BasePos","Lab2","C16H21N3O3","LWFWZRANSFAJDR","1","1","0",2,8,8
"LTRS_001455_BasePos","Lab2","C15H28N4O5",NA,"1","1","1",3,6,NA
"LTRS_001461_BasePos","Lab2","C10H16N2O2S","ARDNWGMSCXSPBF","1","1","0",2,3,3
"LTRS_001465_BasePos","Lab2","C10H11NO3","UTYVDVLMYQPLQB","1","1","0",2,3,3
"LTRS_001474_BasePos","Lab2","C12H24N2O3","BCVIOZZGJNOEQS","1","1","1",3,6,5
"LTRS_001479_BasePos","Lab2","C11H18N2O4",NA,"1","1","0",2,6,NA
"LTRS_001486_BasePos","Lab2","C17H23N3O3","BVRPESWOSNFUCJ","1","1","0",2,6,6
"LTRS_001487_BasePos","Lab2","C11H9NO2","PLVPPLCLBIEYEA","1","0","0",1,3,3
"LTRS_001491_BasePos","Lab2","C17H20N4O6","AUNGANRZJHBGPY","1","0","0",1,1,1
"LTRS_001494_BasePos","Lab2","C15H22N2O3","KFKWRHQBZQICHA","1","1","0",2,8,8
"LTRS_001497_BasePos","Lab2","C11H20N2O3","BBIXOODYWPFNDT","1","1","0",2,8,7
"LTRS_001510_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","0","0",1,8,8
"LTRS_001512_BasePos","Lab2","C14H16N2O4","AQHJZWISLYVACJ","1","1","0",2,7,7
"LTRS_001513_BasePos","Lab2","C9H11NO2","COLNVLDHVKWLRT","1","1","0",2,8,8
"LTRS_001519_BasePos","Lab2","C17H31N3O4","GTWYPIFYOHIWKX","1","1","0",2,8,8
"LTRS_001520_BasePos","Lab2","C16H17N3O4","UBURUZUUNQZPJQ","1","1","0",2,4,4
"LTRS_001530_BasePos","Lab2","C11H18N2O2","SZJNCZMRZAUNQT","1","1","0",2,6,6
"LTRS_001537_BasePos","Lab2","C11H13NO3","CBQJSKKFNMDLON","1","0","0",1,6,6
"LTRS_001549_BasePos","Lab2","C14H16N2O2","QZBUWPVZSXDWSB","1","1","0",2,6,6
"LTRS_000003_BaseNeg","Lab2","C8H17N3O3","IKAIKUBBJHFNBZ","1","1","1",3,2,2
"LTRS_000005_BaseNeg","Lab2","C9H19N3O3","WKGTVHGVLRCTCF","1","0","0",1,5,5
"LTRS_000006_BasePos","Lab2","C15H31N5O5",NA,"0","1","0",1,1,NA
"LTRS_000016_BaseNeg","Lab2","C5H11NO11",NA,"1","1","0",2,1,NA
"LTRS_000023_BaseNeg","Lab2","C4H10NO8P","JJQQOJRGUHNREK","1","1","1",3,1,1
"LTRS_000030_BasePos","Lab2","C8H17N3O3","IKAIKUBBJHFNBZ","1","1","0",2,2,2
"LTRS_000044_BaseNeg","Lab2","C8H20NO6P",NA,"1","1","1",3,8,NA
"LTRS_000048_BaseNeg","Lab2","C11H20N2O6","ZDGJAHTZVHVLOT","1","0","0",1,4,4
"LTRS_000051_BasePos","Lab2","C6H14K2N2S",NA,"1","0","0",1,2,NA
"LTRS_000052_BasePos","Lab2","C6H17Cl2PS",NA,"1","0","0",1,1,NA
"LTRS_000093_BasePos","Lab2","C6H14N4O2","ODKSFYDXXFIFQN","1","1","0",2,8,8
"LTRS_000115_BasePos","Lab2","C9H19N5O3","SITWEMZOJNKJCH","1","1","1",3,7,7
"LTRS_000116_BaseNeg","Lab2","C3H6O4","RBNPOMFGQQGHHO","1","1","0",2,3,3
"LTRS_000122_BaseNeg","Lab2","C17H27N3O17P2","LFTYTUAZOPRMMI","1","1","0",2,7,7
"LTRS_000139_BasePos","Lab2","C12H24N4O7","DLFIWFDONDYZKI","1","1","0",2,4,4
"LTRS_000149_BaseNeg","Lab2","C9H16N2O5","OBTCMSPFOITUIJ","1","1","0",2,6,4
"LTRS_000157_BasePos","Lab2","C11H21N5O5","HFKJBCPRWWGPEY","1","1","0",2,3,3
"LTRS_000161_BaseNeg","Lab2","C9H12N2O6","DRTQHJPVMGBUCF","1","1","0",2,7,7
"LTRS_000172_BaseNeg","Lab2","C7H10N2O4","MGEFGYONNZYSPY","1","1","0",2,4,4
"LTRS_000183_BasePos","Lab2","C4H9NO2","FFDGPVCHZBVARC","1","1","1",3,6,4
"LTRS_000191_BasePos","Lab2","C9H17NO7","ZZHZYDXMAKUKNS","1","0","1",2,3,3
"LTRS_000194_BaseNeg","Lab2","C8H16N2O3","DTERQYGMUDWYAZ","1","0","0",1,8,8
"LTRS_000205_BaseNeg","Lab2","C3H6O2","XBDQKXXYIPTUBI","1","1","0",2,2,2
"LTRS_000218_BaseNeg","Lab2","C5H4N4O2","LRFVTYWOQMYALW","1","1","1",3,4,4
"LTRS_000231_BasePos","Lab2","C10H19NO7","HUEOABWGBTXQNF","0","0","1",1,5,5
"LTRS_000234_BaseNeg","Lab2","C10H20N2O4","DGMOQCHIPOPXEK","1","1","0",2,7,7
"LTRS_000239_BasePos","Lab2","C11H19NO9","SQVRNKJHWKZAKO","1","1","0",2,8,8
"LTRS_000240_BaseNeg","Lab2","C9H14N2O5","UKGGPJNBONZZCM","1","0","0",1,6,6
"LTRS_000241_BaseNeg","Lab2","C7H10N2O4","MGEFGYONNZYSPY","1","0","0",1,4,4
"LTRS_000242_BasePos","Lab2","C11H17NO8","NCMJSVDTRDLWJE","1","0","0",1,7,7
"LTRS_000260_BasePos","Lab2","C8H14N2O6","XPMVVZFGFJOFSL","1","0","0",1,3,3
"LTRS_000261_BaseNeg","Lab2","C6H10O5","NPOAOTPXWNWTSH","1","0","1",2,5,5
"LTRS_000270_BaseNeg","Lab2","C9H18N2O3","ZSOICJZJSRWNHX","1","1","0",2,8,7
"LTRS_000276_BaseNeg","Lab2","C10H19NO10",NA,"1","0","0",1,3,NA
"LTRS_000295_BaseNeg","Lab2","C6H12O4","KJTLQQUUPVSXIM","1","0","0",1,4,4
"LTRS_000296_BaseNeg","Lab2","C12H16N2O4","ALZVPLKYDKJKQU","1","1","0",2,7,5
"LTRS_000319_BasePos","Lab2","C9H14N2O7","DBMVITQDGVMXEY","1","1","0",2,4,4
"LTRS_000329_BaseNeg","Lab2","C10H14N2O4","QSHWIQZFGQKFMA","1","0","0",1,6,6
"LTRS_000337_BaseNeg","Lab2","C14H20N2O4","OYOQKMOWUDVWCR","1","0","0",1,8,8
"LTRS_000342_BaseNeg","Lab2","C11H14N2O3","JBCLFWXMTIKCCB","1","0","0",1,6,6
"LTRS_000344_BasePos","Lab2","C7H13NO4","SRGQUICKDUQCKO","1","0","1",2,4,4
"LTRS_000359_BaseNeg","Lab2","C16H27N3O6",NA,"1","0","0",1,4,NA
"LTRS_000370_BaseNeg","Lab2","C11H12N2O2","QIVBCDIJIAJPQS","1","0","0",1,8,8
"LTRS_000382_BaseNeg","Lab2","C14H16N2O5","RMLYXMMBIZLGAQ","1","0","0",1,5,5
"LTRS_000382_BasePos","Lab2","C4H9NO3","AYFVYJQAPQTCCC","0","1","0",1,6,4
"LTRS_000385_BaseNeg","Lab2","C5H5N5","GFFGJBXGBJISGV","1","0","1",2,3,3
"LTRS_000393_BasePos","Lab2","C11H19N3O4","CXRCVCURMBFFOL","0","1","0",1,4,4
"LTRS_000395_BasePos","Lab2","C11H23N5O3","DAQIJMOLTMGJLO","1","1","1",3,8,8
"LTRS_000407_BaseNeg","Lab2","C14H20N2O3","GJNDXQBALKCYSZ","1","1","0",2,8,8
"LTRS_000408_BasePos","Lab2","C8H14N2O4","KYHSUPXEBSYFGK","1","1","0",2,8,8
"LTRS_000412_BasePos","Lab2","C16H30N4O6",NA,"1","0","1",2,2,NA
"LTRS_000413_BasePos","Lab2","C9H16N2O5","VWXQFHJBQHTHMK","1","1","0",2,6,5
"LTRS_000414_BasePos","Lab2","C15H18N4O4","RGGVDKVXLBOLNS","1","1","1",3,7,7
"LTRS_000418_BasePos","Lab2","C9H18N2O4","XGDCYUQSFDQISZ","0","1","0",1,8,8
"LTRS_000420_BaseNeg","Lab2","C11H19N2O2P",NA,"1","0","0",1,1,NA
"LTRS_000434_BasePos","Lab2","C4H4N2O2","ISAKRJDGNUQOIC","1","1","0",2,3,3
"LTRS_000440_BaseNeg","Lab2","C9H10O3","VOXXWSYKYCBWHO","1","0","0",1,2,2
"LTRS_000448_BasePos","Lab2","C11H20N4O5",NA,"1","0","1",2,1,NA
"LTRS_000460_BasePos","Lab2","C9H14N2O5","UKGGPJNBONZZCM","1","1","0",2,6,6
"LTRS_000462_BasePos","Lab2","C8H13NO3","VFFNZZXXTGXBOG","0","1","0",1,2,2
"LTRS_000474_BasePos","Lab2","C11H23N3O3","YQAIUOWPSUOINN","1","0","1",2,6,6
"LTRS_000486_BasePos","Lab2","C10H19N3O4","MQLZLIYPFDIDMZ","1","1","0",2,8,8
"LTRS_000495_BasePos","Lab2","C8H14N2O3","WPWUFUBLGADILS","1","1","0",2,6,6
"LTRS_000497_BasePos","Lab2","C6H13NO3","OSCCDBFHNMXNME","1","1","0",2,5,5
"LTRS_000510_BasePos","Lab2","C5H11ClNa",NA,"1","0","0",1,1,NA
"LTRS_000517_BasePos","Lab2","C10H21N3O4","ZOKVLMBYDSIDKG","1","0","1",2,4,4
"LTRS_000527_BasePos","Lab2","C15H23N3O4","MYTOTTSMVMWVJN","1","0","1",2,5,5
"LTRS_000529_BasePos","Lab2","C16H31N7O5",NA,"0","1","0",1,1,NA
"LTRS_000002_BaseNeg","Lab2","C9H19N3O4","YSZNURNVYFUEHC","1","0","0",1,5,5
"LTRS_000003_BaseNeg","Lab2","C8H17N3O3","IKAIKUBBJHFNBZ","1","1","1",3,2,2
"LTRS_000004_BaseNeg","Lab2","C10H20N4O4","QJMCHPGWFZZRID","1","1","0",2,2,2
"LTRS_000006_BaseNeg","Lab2","C6H14N2O2","KDXKERNSBIXSRK","1","0","0",1,8,8
"LTRS_000007_BasePos","Lab2","C12H26N4O3","NVGBPTNZLWRQSY","1","1","0",2,2,2
